,REGIONDESC,TIMEDESC,PRODHIERARCHY3,PRODHIERARCHY4,PRODHIERARCHY5,PRODHIERARCHY6,VOLUME,REVENUE_PESOS,ACTUALPRICE,DISTRIBUTION_NUMERIC,WEIGHTEDDISTRIBUTION,MAX_TEMP,MIN_TEMP,AVG_TEMP,PRECIPITATION,CATEGORY_SALES,CATEGORY_SALES_REGIONAL,BARILLITO_MC_PRICE,TECATE_MC_PRICE,HEINEKEN_MC_PRICE,INDIO_MC_PRICE,BOHEMIA_MC_PRICE,New_Years_Day,Christmas_Day,Day_of_Dead,Easter_Day,Fathers_Day,Independence_Day,Trend,seasonality_index,Year,GEODESC,CHANNELDESC,PRODDESC,GEODESC1,GEOGDESC
3707,TOTAL AUTOS AREA 5,12/29/19,LATA,NO RETORNABLE,6,251-400,25.137,768.825,30.58539205,80,82,76.0,33.8,57.87, -   ,13210.324,1815.131,-0.0288333379999999,-0.054825687,-0.113850017,0.000605483,-0.000311161,1,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
3708,TOTAL AUTOS AREA 1,09/15/19,LATA,NO RETORNABLE,4,401-500,1.964,60.32,30.71283096,25,43,104.0,57.2,83.45, 9.06 ,8666.655,784.318,0.0551100729999999,-0.006962853,-0.006865063,0.056306497,0.04993622,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3709,TOTAL AUTOS AREA 6,12/23/18,LATA,NO RETORNABLE,1,401-500,3.485,120.418,34.55322812,56,70,93.9,41.0,75.6, 4.71 ,9559.144,2026.625,-0.087042998,-0.034682054,-0.066316412,0.030977576,0.014335714,0,1,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3710,TOTAL AUTOS AREA 4,03/03/19,BOTELLA,RETORNABLE,12,0-250,10.113,360.583,35.65539405,55,63,98.7,38.8,71.67, 0.44 ,6460.179,852.933,-0.020428896,0.06192929,0.032297829,0.0579687829999999,0.026898492,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3711,TOTAL AUTOS AREA 5,09/30/18,BOTELLA,RETORNABLE,1,1001 O MAS,36.734,974.287,26.52275821,94,94,77.8,44.6,63.42, 1.15 ,5768.913000000001,1043.829,0.018148893,-0.009140585,-0.041405803,-0.011678962,0.035147529,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
3712,TOTAL AUTOS AREA 1,03/04/18,LATA,NO RETORNABLE,6,251-400,0.247,8.197000000000001,33.18623482,1,6,92.8,40.6,68.17, 1.13 ,5996.408,548.32,0.009743816,0.004486125,0.070379927,-0.021983686,0.003977177,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3713,TOTAL AUTOS AREA 2,04/15/18,LATA,NO RETORNABLE,1,401-500,2.987,104.0,34.81754268,51,65,102.2,30.2,71.43, 0.31 ,6384.9119999999975,1657.412,-0.003973054,-0.01239244,0.05975538,-0.012094721,-0.021239084,0,0,0,0,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3714,TOTAL AUTOS AREA 6,05/26/19,BOTELLA,NO RETORNABLE,6,251-400,1.088,48.904,44.94852941,26,35,103.8,60.8,83.06, 26.88 ,6892.71,1651.3339999999994,0.002519461,0.040089355,-0.030016881,0.074443466,0.029076314,0,0,0,0,0,0,1.067368735,0.059138089,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3715,TOTAL AUTOS AREA 6,05/05/19,BOTELLA,RETORNABLE,12,0-250,2.402,97.963,40.78393006,39,48,107.4,57.2,85.1, 2.98 ,7956.873,1852.315,-0.001312405,0.040880877,-0.029649956,0.065266185,0.032624242,0,0,0,0,0,0,1.067368735,0.059138089,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3716,TOTAL AUTOS AREA 3,10/28/18,LATA,NO RETORNABLE,6,251-400,6.78,210.935,31.11135693,52,62,97.6,46.7,68.11, 2.17 ,5483.462,557.528,0.0242291979999999,-0.011934037,-0.056819787,-0.01889164,0.019019912,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3717,TOTAL AUTOS AREA 1,02/25/18,BOTELLA,NO RETORNABLE,6,251-400,0.564,22.175,39.31737589,13,28,90.0,36.5,63.46, 0.66 ,4905.978,501.749,0.008826518,-0.004997755,0.0624173659999999,-0.02205543,0.004004112,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3718,TOTAL AUTOS AREA 2,05/13/18,LATA,NO RETORNABLE,6,251-400,2.471,75.91,30.72035613,5,5,107.2,50.0,78.98, 4.09 ,7359.196,2029.21,0.0461027559999999,-0.025610214,0.043409588,-0.021834969,-0.033894582,0,0,0,0,0,0,1.035031742,0.059138089,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3719,TOTAL AUTOS AREA 2,10/28/18,LATA,NO RETORNABLE,1,401-500,2.515,86.334,34.32763419,49,63,91.4,35.5,67.48, 2.50 ,5483.462,1426.955,0.0242291979999999,-0.011934037,-0.056819787,-0.01889164,0.019019912,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3720,TOTAL AUTOS AREA 1,09/22/19,LATA,NO RETORNABLE,4,401-500,1.485,47.025,31.66666667,23,34,100.4,57.2,81.26, 5.44 ,5651.767,687.3689999999997,0.065235921,-0.004488152,-0.010205311,0.0575485709999999,0.047724859,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3721,TOTAL AUTOS AREA 6,12/30/18,LATA,NO RETORNABLE,1,401-500,5.159,184.416,35.74646249,59,73,94.5,44.6,77.51, 4.04 ,12713.418,2637.213,-0.074214285,-0.029883395,-0.039665692,0.0354334029999999,0.016322349,1,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3722,TOTAL AUTOS AREA 5,10/07/18,BOTELLA,RETORNABLE,1,1001 O MAS,35.221,944.931,26.82862497,92,95,74.2,48.2,63.12, 2.56 ,5307.566,848.602,0.033955063,0.007969313,-0.020626988,-0.000838886,0.032953056,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
3723,TOTAL AUTOS AREA 6,06/02/19,BOTELLA,NO RETORNABLE,6,251-400,0.961,43.285,45.04162331,25,40,103.6,60.8,84.03, 24.96 ,6887.667,1708.967,-0.004379339,0.035864692,-0.076353763,0.072968654,0.028821713,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3724,TOTAL AUTOS AREA 6,05/12/19,BOTELLA,RETORNABLE,12,0-250,1.966,81.155,41.2792472,38,44,107.5,59.0,85.11, 6.28 ,7946.015,1836.092,-0.006032048,0.041213886,-0.0265669,0.072282627,0.027450207,0,0,0,0,0,0,1.067368735,0.059138089,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3725,TOTAL AUTOS AREA 3,11/04/18,LATA,NO RETORNABLE,6,251-400,5.734,181.013,31.56836414,46,56,96.3,42.8,67.36, 4.64 ,6260.547,576.231,0.025568325,0.003029277,-0.054455973,-0.002120612,0.017209658,0,0,1,0,0,0,1.051200239,-0.0198639969999999,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3726,TOTAL AUTOS AREA 1,03/04/18,BOTELLA,NO RETORNABLE,6,251-400,0.624,24.566,39.36858974,14,27,92.8,40.6,68.17, 1.13 ,5996.408,548.32,0.009743816,0.004486125,0.070379927,-0.021983686,0.003977177,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3727,TOTAL AUTOS AREA 2,06/17/18,LATA,NO RETORNABLE,6,251-400,2.051,63.42,30.92150171,5,5,111.6,52.8,79.11, 32.37 ,8509.985999999999,2658.276,-0.012665043,-0.069635149,-0.051802314,-0.052409355,-0.036338233,0,0,0,0,1,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3728,TOTAL AUTOS AREA 2,11/04/18,LATA,NO RETORNABLE,1,401-500,3.057,104.586,34.21197252,53,66,93.7,37.4,67.75, 3.06 ,6260.547,1560.067,0.025568325,0.003029277,-0.054455973,-0.002120612,0.017209658,0,0,1,0,0,0,1.051200239,-0.0198639969999999,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3729,TOTAL AUTOS AREA 1,09/29/19,LATA,NO RETORNABLE,4,401-500,1.47,46.45399999999999,31.60136054,21,35,99.7,51.8,79.58, 5.91 ,5590.625,620.776,0.065485488,0.017774206,-0.007402028,0.058444034,0.042895964,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3730,TOTAL AUTOS AREA 6,01/06/19,LATA,NO RETORNABLE,1,401-500,4.176,152.123,36.42792146,58,72,93.7,39.2,73.89, 4.01 ,9080.44,1950.252,-0.0426863929999999,0.030311571,0.016361017,0.0423306659999999,0.0124669,1,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3731,TOTAL AUTOS AREA 2,03/11/18,BOTELLA,RETORNABLE,12,0-250,2.061,76.475,37.1057739,27,28,100.4,35.6,67.83, 1.22 ,5435.706,1439.818,0.0123508489999999,0.026203955,0.06692419,0.002334129,0.0038847359999999,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3732,TOTAL AUTOS AREA 6,06/09/19,BOTELLA,NO RETORNABLE,6,251-400,0.967,43.553,45.03929679,24,33,104.5,59.0,83.28, 16.15 ,8960.081,1964.383,0.003621299,0.015524078,-0.040782545,0.056878446,0.0220957779999999,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3733,TOTAL AUTOS AREA 3,09/01/19,BOTELLA,RETORNABLE,1,1001 O MAS,26.718000000000004,730.7710000000003,27.35126132,90,89,98.1,48.2,71.82, 6.95 ,6227.7109999999975,571.36,0.023653802,-0.024621326,-0.0487998709999999,0.0559627159999999,0.053008322,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3734,TOTAL AUTOS AREA 3,11/11/18,LATA,NO RETORNABLE,6,251-400,4.105,133.501,32.52155907,42,56,96.2,31.3,63.12, 2.83 ,5976.533,615.97,0.029458662,0.008940638,-0.032751603,0.002713637,0.019697423,0,0,0,0,0,0,1.051200239,-0.0198639969999999,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3735,TOTAL AUTOS AREA 1,03/11/18,BOTELLA,NO RETORNABLE,6,251-400,0.626,24.748,39.53354633,16,29,97.5,41.0,71.42, 1.41 ,5435.706,569.071,0.0123508489999999,0.026203955,0.06692419,0.002334129,0.0038847359999999,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3736,TOTAL AUTOS AREA 2,07/29/18,LATA,NO RETORNABLE,6,251-400,1.5759999999999998,52.145,33.08692893,5,5,109.4,48.2,80.26, 2.08 ,7305.316999999999,1970.543,-0.004077868,-0.017752569,-0.056512257,-0.036362532,-0.032729585,0,0,0,0,0,0,1.040421241,0.038618211,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3737,TOTAL AUTOS AREA 2,11/11/18,LATA,NO RETORNABLE,1,401-500,2.639,93.898,35.58090186,47,60,90.5,14.0,54.61, 4.65 ,5976.533,1287.862,0.029458662,0.008940638,-0.032751603,0.002713637,0.019697423,0,0,0,0,0,0,1.051200239,-0.0198639969999999,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3738,TOTAL AUTOS AREA 6,01/13/19,LATA,NO RETORNABLE,1,401-500,2.536,88.125,34.74960568,51,65,96.9,42.8,74.58, 4.58 ,4830.403,1146.037,-0.003560949,0.076851634,0.043694615,0.0502519509999999,0.010475236,0,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3739,TOTAL AUTOS AREA 2,03/18/18,BOTELLA,RETORNABLE,12,0-250,3.49,123.199,35.30057307,33,30,103.6,32.0,70.79, 0.59 ,7072.15,1809.017,-0.00097538,0.004263017,0.0595343309999999,-0.003620995,0.00347194,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3740,TOTAL AUTOS AREA 6,06/16/19,BOTELLA,NO RETORNABLE,6,251-400,1.225,54.535,44.51836735,29,43,102.9,60.8,84.94, 7.37 ,9336.002,2151.511,-0.000628659,0.011812975,-0.048929604,0.050571665,0.0124610389999999,0,0,0,0,1,1,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3741,TOTAL AUTOS AREA 3,09/08/19,BOTELLA,RETORNABLE,1,1001 O MAS,22.993,641.794,27.91258209,91,90,100.4,50.0,71.75, 19.23 ,6051.834,558.877,0.056274492,0.010606315,-0.002171916,0.056008949,0.053751855,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3742,TOTAL AUTOS AREA 1,03/18/18,BOTELLA,NO RETORNABLE,6,251-400,0.677,26.773000000000003,39.5465288,15,27,99.5,41.0,70.43, 0.22 ,7072.15,636.689,-0.00097538,0.004263017,0.0595343309999999,-0.003620995,0.00347194,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3743,TOTAL AUTOS AREA 2,08/05/18,LATA,NO RETORNABLE,6,251-400,4.573,129.701,28.36234419,5,5,104.0,41.0,78.84, 7.06 ,7532.505999999998,1897.276,-0.009655079,0.004444476,-0.01723662,0.0063252269999999,-0.008646339,0,0,0,0,0,0,1.043115991,0.008025792,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3744,TOTAL AUTOS AREA 6,01/20/19,LATA,NO RETORNABLE,1,401-500,2.431,84.08,34.58658988,52,72,99.2,44.6,74.02, 6.03 ,5084.96,1209.195,-0.016357103,0.066842174,0.030895274,0.039719803,0.018937625,0,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3745,TOTAL AUTOS AREA 2,03/25/18,BOTELLA,RETORNABLE,12,0-250,2.898,106.917,36.89337474,32,29,100.8,28.4,71.09, 2.11 ,7072.234,1831.683,-0.00081689,-0.051172502,0.041881954,-0.011396037,-0.000795088,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3746,TOTAL AUTOS AREA 6,06/23/19,BOTELLA,NO RETORNABLE,6,251-400,1.096,49.008,44.71532847,27,36,104.0,57.2,82.98, 12.80 ,7365.141,1844.922,0.017117494,-0.0265432179999999,-0.112578451,0.051775874,0.020292766,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3747,TOTAL AUTOS AREA 4,09/23/18,BOTELLA,RETORNABLE,12,251-400,7.077999999999999,247.967,35.03348404,71,80,93.6,48.2,71.29, 6.86 ,5779.981,750.183,0.001871261,-0.0324584829999999,-0.044326172,-0.008749484,0.033999028,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3748,TOTAL AUTOS AREA 2,08/19/18,LATA,NO RETORNABLE,6,251-400,5.537000000000001,159.308,28.77153693,5,5,108.3,48.2,80.19, 4.43 ,5926.432,1732.094,-0.005815128,0.004517655,-0.027442979,0.010798281,-0.01745385,0,0,0,0,0,0,1.043115991,0.008025792,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3749,TOTAL AUTOS AREA 6,01/27/19,LATA,NO RETORNABLE,1,401-500,2.261,76.64399999999998,33.8982751,51,68,96.9,44.6,73.74, 4.74 ,4940.649,1091.996,-0.0188281369999999,0.068387227,0.008464491,0.037497309,0.022459922,0,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3750,TOTAL AUTOS AREA 4,03/10/19,BOTELLA,RETORNABLE,12,0-250,11.544,401.371,34.76879764,54,60,100.8,41.5,72.05, -   ,5987.102,772.307,-0.007857839,0.051726407,-0.015699971,0.063980236,0.031083137,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3751,TOTAL AUTOS AREA 6,06/30/19,BOTELLA,NO RETORNABLE,6,251-400,1.19,53.337,44.8210084,25,36,100.4,53.6,82.41, 11.48 ,7415.733,1931.177,0.011209718,-0.052072107,-0.158246393,0.066286977,0.0270355179999999,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3752,TOTAL AUTOS AREA 4,09/30/18,BOTELLA,RETORNABLE,12,251-400,8.314,291.7940000000001,35.09670435,74,81,93.6,46.4,70.47, 16.41 ,5768.913000000001,719.3480000000003,0.018148893,-0.009140585,-0.041405803,-0.011678962,0.035147529,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3753,TOTAL AUTOS AREA 2,09/02/18,LATA,NO RETORNABLE,6,251-400,8.074,232.15,28.75278672,5,5,103.3,51.7,77.46, 16.02 ,6157.774,1668.41,-0.013627566,0.0031590529999999,-0.028810445,0.003160069,-0.011527295,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3754,TOTAL AUTOS AREA 6,02/03/19,LATA,NO RETORNABLE,1,401-500,3.0010000000000003,103.172,34.37920693,55,72,98.5,48.2,78.33, 1.32 ,6364.406999999997,1338.618,-0.026949955,0.052335699,0.02789445,0.048251584,0.02384007,0,0,0,0,0,0,1.059284487,-0.047299884,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3755,TOTAL AUTOS AREA 4,10/07/18,BOTELLA,RETORNABLE,12,251-400,7.6960000000000015,273.773,35.57341476,70,81,92.2,44.6,70.18, 12.62 ,5307.566,803.22,0.033955063,0.007969313,-0.020626988,-0.000838886,0.032953056,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3756,TOTAL AUTOS AREA 2,10/14/18,LATA,NO RETORNABLE,6,251-400,10.525,300.548,28.55562945,5,5,94.5,39.2,65.07, 11.32 ,5746.099,1503.122,0.0227913579999999,0.001877652,-0.034079733,-0.007986171,0.024411274,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3757,TOTAL AUTOS AREA 6,02/10/19,LATA,NO RETORNABLE,1,401-500,3.268,105.605,32.31487148,53,73,102.8,48.2,76.51, 6.80 ,5806.505999999999,1337.362,-0.019358122,0.066191819,0.0256995379999999,0.03997353,0.024223665,0,0,0,0,0,0,1.059284487,-0.047299884,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3758,TOTAL AUTOS AREA 5,10/14/18,BOTELLA,RETORNABLE,1,1001 O MAS,35.238,937.975,26.6182814,92,94,76.0,44.6,62.65, 1.17 ,5746.099,933.112,0.0227913579999999,0.001877652,-0.034079733,-0.007986171,0.024411274,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
3759,TOTAL AUTOS AREA 4,10/14/18,BOTELLA,RETORNABLE,12,251-400,6.865,245.056,35.69643117,63,50,91.8,48.2,69.78, 19.94 ,5746.099,970.908,0.0227913579999999,0.001877652,-0.034079733,-0.007986171,0.024411274,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3760,TOTAL AUTOS AREA 6,02/17/19,LATA,NO RETORNABLE,1,401-500,4.13,132.19799999999998,32.00920097,58,74,103.0,48.2,80.43, 1.90 ,5966.113,1399.599,-0.0266612889999999,0.061171851,0.0242548629999999,0.040688598,0.027692946,0,0,0,0,0,0,1.059284487,-0.047299884,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3761,TOTAL AUTOS AREA 5,10/21/18,BOTELLA,RETORNABLE,1,1001 O MAS,30.617,817.8510000000001,26.71231669,92,94,79.6,41.0,62.22, 1.44 ,5034.818,970.931,0.027088026,0.002263591,-0.0373628229999999,-0.0115562369999999,0.0215309339999999,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
3762,TOTAL AUTOS AREA 3,11/18/18,LATA,NO RETORNABLE,6,251-400,5.159,167.924,32.54971894,47,58,98.9,35.6,65.19, -   ,6069.696999999999,725.666,0.0152649,0.004616876,-0.060711153,0.002513188,0.01371072,0,0,0,0,0,0,1.051200239,-0.0198639969999999,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
